"Gene","Direction"
"AC023509.1","Hypermethylated"
"PCBP2","Hypermethylated"
"AC079949.1","Hypermethylated"
"AC079949.5","Hypermethylated"
"PABPC3","Hypermethylated"
"LINC00398","Hypermethylated"
"AL161719.1","Hypermethylated"
"AL158195.1","Hypermethylated"
"AL157871.2","Hypermethylated"
"MIR4710","Hypermethylated"
"AC018904.2","Hypermethylated"
"AC090515.4","Hypermethylated"
"ZNF444P1","Hypermethylated"
"AC107871.2","Hypermethylated"
"LINC01585","Hypermethylated"
"VASN","Hypermethylated"
"AC105430.1","Hypermethylated"
"AC092135.3","Hypermethylated"
"LINC00311","Hypermethylated"
"AC018695.6","Hypermethylated"
"SMYD4","Hypermethylated"
"AC005703.3","Hypermethylated"
"AC079336.6","Hypermethylated"
"HSD17B1P1","Hypermethylated"
"AC015845.2","Hypermethylated"
"AC091059.2","Hypermethylated"
"RNU6-928P","Hypermethylated"
"LINC02003","Hypermethylated"
"AC016168.3","Hypermethylated"
"LINC01971","Hypermethylated"
"AC017100.1","Hypermethylated"
"ST8SIA3","Hypermethylated"
"AC090340.1","Hypermethylated"
"LINC01775","Hypermethylated"
"ZNF846","Hypermethylated"
"AC011472.1","Hypermethylated"
"AC008764.9","Hypermethylated"
"AC008764.7","Hypermethylated"
"CCDC194","Hypermethylated"
"PIK3R2","Hypermethylated"
"AC008649.2","Hypermethylated"
"CYTH2","Hypermethylated"
"AC245884.1","Hypermethylated"
"AC245884.9","Hypermethylated"
"TMEM190","Hypermethylated"
"AC020922.3","Hypermethylated"
"AC012313.8","Hypermethylated"
"AC016629.3","Hypermethylated"
"TSPY26P","Hypermethylated"
"ZNF334","Hypermethylated"
"Z99774.3","Hypermethylated"
"APOL6","Hypermethylated"
"APOBEC3B","Hypermethylated"
"DESI1","Hypermethylated"
"TSPO","Hypermethylated"
"AL022328.3","Hypermethylated"
"MAPK8IP2","Hypermethylated"
"AL357140.3","Hypermethylated"
"WASF2","Hypermethylated"
"OOSP1P1","Hypermethylated"
"ROR1-AS1","Hypermethylated"
"ST7L","Hypermethylated"
"ENSA","Hypermethylated"
"MIR214","Hypermethylated"
"MIR3120","Hypermethylated"
"CR1","Hypermethylated"
"ARF1","Hypermethylated"
"AC010729.1","Hypermethylated"
"LINC01127","Hypermethylated"
"AC012360.1","Hypermethylated"
"PTCHD3P2","Hypermethylated"
"AC022001.2","Hypermethylated"
"OXSR1","Hypermethylated"
"AC115284.3","Hypermethylated"
"CACNA2D3-AS1","Hypermethylated"
"PRICKLE2-AS3","Hypermethylated"
"AC097369.4","Hypermethylated"
"ARHGAP31-AS1","Hypermethylated"
"LINC02035","Hypermethylated"
"LINC01998","Hypermethylated"
"CLDN1","Hypermethylated"
"MXD4","Hypermethylated"
"LINC02481","Hypermethylated"
"SPINK2","Hypermethylated"
"CXCL1P1","Hypermethylated"
"PLAC8","Hypermethylated"
"SNHG18","Hypermethylated"
"GGCTP1","Hypermethylated"
"AL357054.4","Hypermethylated"
"MIR4645","Hypermethylated"
"HTATSF1P2","Hypermethylated"
"AL021918.1","Hypermethylated"
"GPR89P","Hypermethylated"
"DDR1-DT","Hypermethylated"
"LINC00336","Hypermethylated"
"UQCC2","Hypermethylated"
"CALHM6-AS1","Hypermethylated"
"CALHM6","Hypermethylated"
"NHEG1","Hypermethylated"
"AL139393.1","Hypermethylated"
"AL121935.1","Hypermethylated"
"TNRC18","Hypermethylated"
"AC005100.1","Hypermethylated"
"AC006033.1","Hypermethylated"
"CT66","Hypermethylated"
"ELN-AS1","Hypermethylated"
"GTF2I","Hypermethylated"
"AC005086.2","Hypermethylated"
"AC007384.1","Hypermethylated"
"TNPO3","Hypermethylated"
"AC105206.1","Hypermethylated"
"AC107959.2","Hypermethylated"
"AC022733.1","Hypermethylated"
"RDH10-AS1","Hypermethylated"
"MIR3150BHG","Hypermethylated"
"AC068189.1","Hypermethylated"
"LINC01181","Hypermethylated"
"AC100860.1","Hypermethylated"
"AC109322.2","Hypermethylated"
"AL591368.1","Hypermethylated"
"AL136981.3","Hypermethylated"
"AL353768.1","Hypermethylated"
"MIR6081","Hypermethylated"
"AL451140.1","Hypermethylated"
"PRRT1B","Hypermethylated"
"DKFZP434A062","Hypermethylated"
"AL807752.7","Hypermethylated"
"LCNL1","Hypermethylated"
"IDI2-AS1","Hypermethylated"
"AL513303.1","Hypermethylated"
"AL391839.3","Hypermethylated"
"AL121749.1","Hypermethylated"
"GJD4","Hypermethylated"
"PLAC9","Hypermethylated"
"LINC00865","Hypermethylated"
"MARK2P16","Hypermethylated"
"CYP2C23P","Hypermethylated"
"STN1","Hypermethylated"
"AL158212.5","Hypermethylated"
"AC069360.1","Hypermethylated"
"TRIM44","Hypermethylated"
"MIR3165","Hypermethylated"
"AP001001.1","Hypermethylated"
"NPAT","Hypermethylated"
"AP000844.2","Hypermethylated"
"NANOGP1","Hypermethylated"
"AC022276.1","Hypermethylated"
"AC087257.1","Hypermethylated"
"TMDD1","Hypermethylated"
"DPY19L2","Hypermethylated"
"RXYLT1-AS1","Hypermethylated"
"PABPC1P4","Hypermethylated"
"AC126177.3","Hypermethylated"
"AC087893.2","Hypermethylated"
"AC145423.2","Hypermethylated"
"AC073592.4","Hypermethylated"
"ST6GALNAC4P1","Hypermethylated"
"SGCG","Hypermethylated"
"VWA8-AS1","Hypermethylated"
"AL139381.1","Hypermethylated"
"GPR183","Hypermethylated"
"AC004817.3","Hypermethylated"
"ACOT1","Hypermethylated"
"LINC02205","Hypermethylated"
"RPL29P30","Hypermethylated"
"ADAMTS7P1","Hypermethylated"
"AC015660.5","Hypermethylated"
"AC005736.1","Hypermethylated"
"AC007014.2","Hypermethylated"
"LINC02130","Hypermethylated"
"AC130456.4","Hypermethylated"
"AC093512.2","Hypermethylated"
"LINC00920","Hypermethylated"
"AC087392.4","Hypermethylated"
"ALOX15","Hypermethylated"
"AC020558.6","Hypermethylated"
"RAI1-AS1","Hypermethylated"
"AC087163.2","Hypermethylated"
"AC026254.2","Hypermethylated"
"EPOP","Hypermethylated"
"AC004585.1","Hypermethylated"
"RETREG3","Hypermethylated"
"MIR2117HG","Hypermethylated"
"MIR2117","Hypermethylated"
"NPEPPS","Hypermethylated"
"AC025682.1","Hypermethylated"
"TRIM37","Hypermethylated"
"AP005482.1","Hypermethylated"
"LINC01882","Hypermethylated"
"AC090206.1","Hypermethylated"
"AC090409.1","Hypermethylated"
"LINC01842","Hypermethylated"
"AC020907.3","Hypermethylated"
"LINC01869","Hypermethylated"
"PPP6R1","Hypermethylated"
"LINC01730","Hypermethylated"
"AL118508.1","Hypermethylated"
"FAM182B","Hypermethylated"
"MIR663AHG","Hypermethylated"
"MIR663A","Hypermethylated"
"AC005914.1","Hypermethylated"
"AF165147.1","Hypermethylated"
"LINC01634","Hypermethylated"
"YPEL1","Hypermethylated"
"Z99774.1","Hypermethylated"
"Z99774.4","Hypermethylated"
"AC002378.1","Hypermethylated"
"Z82215.1","Hypermethylated"
"LINC01589","Hypermethylated"
"AL137127.1","Hypermethylated"
"AL391730.2","Hypermethylated"
"RHOC","Hypermethylated"
"AL603832.3","Hypermethylated"
"RNVU1-23","Hypermethylated"
"AL365436.2","Hypermethylated"
"AL358115.1","Hypermethylated"
"Z99758.1","Hypermethylated"
"AL161793.2","Hypermethylated"
"RAB7B","Hypermethylated"
"AL606468.1","Hypermethylated"
"AL161640.2","Hypermethylated"
"LINC01348","Hypermethylated"
"AC108488.1","Hypermethylated"
"AC108488.2","Hypermethylated"
"TAF1B","Hypermethylated"
"AC010896.1","Hypermethylated"
"CDPF1P1","Hypermethylated"
"ATP1B3P1","Hypermethylated"
"PCBP1","Hypermethylated"
"AC016700.1","Hypermethylated"
"AC073046.2","Hypermethylated"
"TMEM87B","Hypermethylated"
"AC079922.1","Hypermethylated"
"AP1S3","Hypermethylated"
"C2orf72","Hypermethylated"
"AC112721.2","Hypermethylated"
"LSM3","Hypermethylated"
"PRICKLE2-AS2","Hypermethylated"
"CRYBG3","Hypermethylated"
"TSC22D2","Hypermethylated"
"LINC01209","Hypermethylated"
"LINC02015","Hypermethylated"
"AC021055.1","Hypermethylated"
"PARL","Hypermethylated"
"LINC02069","Hypermethylated"
"AC092933.2","Hypermethylated"
"WDR1","Hypermethylated"
"GSTCD-AS1","Hypermethylated"
"AC022126.1","Hypermethylated"
"AC010297.1","Hypermethylated"
"AL022097.1","Hypermethylated"
"TFAP2A-AS2","Hypermethylated"
"CD83","Hypermethylated"
"C6orf89","Hypermethylated"
"LCAL1","Hypermethylated"
"LINC02541","Hypermethylated"
"TSPYL4","Hypermethylated"
"AC087175.1","Hypermethylated"
"AC016769.1","Hypermethylated"
"AC104073.4","Hypermethylated"
"TMEM248","Hypermethylated"
"CLDN3","Hypermethylated"
"AC000065.2","Hypermethylated"
"DPY19L2P2","Hypermethylated"
"AC100849.2","Hypermethylated"
"AC084026.2","Hypermethylated"
"LINC00589","Hypermethylated"
"AC009630.4","Hypermethylated"
"MRPS28","Hypermethylated"
"CPNE3","Hypermethylated"
"FBXO43","Hypermethylated"
"AP001330.1","Hypermethylated"
"AP001207.3","Hypermethylated"
"WASHC5","Hypermethylated"
"AL162253.1","Hypermethylated"
"PTPRD-AS1","Hypermethylated"
"AL354861.3","Hypermethylated"
"PTBP3","Hypermethylated"
"AL356309.2","Hypermethylated"
"AL158151.4","Hypermethylated"
"AL451164.1","Hypermethylated"
"AL732437.3","Hypermethylated"
"LRRC37A6P","Hypermethylated"
"ARMC4P1","Hypermethylated"
"LINC02640","Hypermethylated"
"AC024475.3","Hypermethylated"
"AC021573.1","Hypermethylated"
"GLYATL2","Hypermethylated"
"GSTP1","Hypermethylated"
"AP003119.1","Hypermethylated"
"MIR1260B","Hypermethylated"
"ARNTL2","Hypermethylated"
"AC087257.2","Hypermethylated"
"AC023511.2","Hypermethylated"
"KRT18","Hypermethylated"
"GDF11","Hypermethylated"
"MYL6","Hypermethylated"
"OASL","Hypermethylated"
"AC026362.2","Hypermethylated"
"AL356515.1","Hypermethylated"
"PRORP","Hypermethylated"
"AL121594.1","Hypermethylated"
"LINC02324","Hypermethylated"
"PDCD6IPP2","Hypermethylated"
"AC020659.1","Hypermethylated"
"AC092868.2","Hypermethylated"
"AC013553.4","Hypermethylated"
"AC026583.1","Hypermethylated"
"EFL1","Hypermethylated"
"AC027807.1","Hypermethylated"
"EFL1P1","Hypermethylated"
"AC012291.3","Hypermethylated"
"LINC02176","Hypermethylated"
"LINC02182","Hypermethylated"
"AC092123.1","Hypermethylated"
"AC087392.2","Hypermethylated"
"ODF4","Hypermethylated"
"SMCR2","Hypermethylated"
"AC020558.4","Hypermethylated"
"TAOK1","Hypermethylated"
"AC104564.1","Hypermethylated"
"AC007923.3","Hypermethylated"
"KRT37","Hypermethylated"
"AC007993.1","Hypermethylated"
"AC015920.1","Hypermethylated"
"LINC02092","Hypermethylated"
"ARMC7","Hypermethylated"
"AC087645.1","Hypermethylated"
"AC087645.4","Hypermethylated"
"ENOSF1","Hypermethylated"
"AC079052.1","Hypermethylated"
"AC015819.5","Hypermethylated"
"TPGS1","Hypermethylated"
"R3HDM4","Hypermethylated"
"AC119396.2","Hypermethylated"
"AC010463.3","Hypermethylated"
"LINC01791","Hypermethylated"
"UPK1A","Hypermethylated"
"AP2A1","Hypermethylated"
"ZBTB45","Hypermethylated"
"SOX12","Hypermethylated"
"DDX27","Hypermethylated"
"B4GALT5","Hypermethylated"
"LINC01671","Hypermethylated"
"CECR3","Hypermethylated"
"AL022323.3","Hypermethylated"
"AL049747.1","Hypermethylated"
"Z73420.1","Hypermethylated"
"NOL12","Hypermethylated"
"Z83844.1","Hypermethylated"
"LINC00229","Hypermethylated"
"CRELD2","Hypermethylated"
"MIR301B","Hypermethylated"
"MIR130B","Hypermethylated"
"MIOS","Hypermethylated"
"ABHD16A","Hypermethylated"
"AL008635.1","Hypermethylated"
"AC016396.2","Hypermethylated"
"KIAA1522","Hypermethylated"
"MYOD1","Hypermethylated"
"HERC6","Hypermethylated"
"AC025475.2","Hypermethylated"
"GPR63","Hypermethylated"
"PRSS21","Hypermethylated"
"AL121582.1","Hypermethylated"
"AC131009.2","Hypermethylated"
"GSTM3","Hypermethylated"
"AP005717.2","Hypermethylated"
"DSCC1","Hypermethylated"
"FBXO48","Hypermethylated"
"ACOT8","Hypermethylated"
"LINC00702","Hypermethylated"
"MIR641","Hypermethylated"
"CTNNA2-AS1","Hypermethylated"
"BOD1L1","Hypermethylated"
"AC131025.2","Hypermethylated"
"AL133375.1","Hypermethylated"
"ZNF710-AS1","Hypermethylated"
"AC092573.1","Hypermethylated"
"AC007613.1","Hypermethylated"
"AC011379.2","Hypermethylated"
"FBXO40","Hypermethylated"
"AL365255.1","Hypermethylated"
"FGFBP3","Hypermethylated"
"AL359198.1","Hypermethylated"
"BMP2","Hypermethylated"
"AL590096.1","Hypermethylated"
"AC019294.2","Hypermethylated"
"EVA1B","Hypermethylated"
"AC138207.2","Hypermethylated"
"MIR4733","Hypermethylated"
"DVL2","Hypermethylated"
"FAM83D","Hypermethylated"
"SLC35E3","Hypermethylated"
"BSN-DT","Hypermethylated"
"MIR5191","Hypermethylated"
"NXT1-AS1","Hypermethylated"
"NXT1","Hypermethylated"
"AC090987.1","Hypermethylated"
"FAM110D","Hypermethylated"
"ALDOA","Hypermethylated"
"AC093512.1","Hypermethylated"
"P2RX4","Hypermethylated"
"AC041040.1","Hypermethylated"
"AL513218.2","Hypermethylated"
"PLA2G12AP1","Hypermethylated"
"CDH18","Hypermethylated"
"LINC01840","Hypermethylated"
"SPIN1","Hypermethylated"
"MEA1","Hypermethylated"
"KLHDC3","Hypermethylated"
"SNHG12","Hypermethylated"
"AC133637.2","Hypermethylated"
"SMIM7","Hypermethylated"
"TMEM38A","Hypermethylated"
"AC010422.3","Hypermethylated"
"SLC52A3","Hypermethylated"
"CREB3","Hypermethylated"
"MIR6853","Hypermethylated"
"AC137894.1","Hypermethylated"
"NRIP3","Hypermethylated"
"AC069234.1","Hypermethylated"
"RCC2","Hypermethylated"
"AL354766.2","Hypermethylated"
"LINC00939","Hypermethylated"
"LINC02826","Hypermethylated"
"TST","Hypermethylated"
"AC007663.2","Hypermethylated"
"FANCE","Hypermethylated"
"TUT7","Hypermethylated"
"AC092611.1","Hypermethylated"
"SPR","Hypermethylated"
"FNBP1L","Hypermethylated"
"ZNF79","Hypermethylated"
"EGR1","Hypermethylated"
"MAPK8","Hypermethylated"
"AC005379.1","Hypermethylated"
"KLK1","Hypermethylated"
"KLK15","Hypermethylated"
"SLC22A31","Hypermethylated"
"ODF2L","Hypermethylated"
"SMIM32","Hypermethylated"
"HMGN2","Hypermethylated"
"AL022328.4","Hypermethylated"
"AC006111.1","Hypermethylated"
"LINC02761","Hypermethylated"
"UBL3","Hypermethylated"
"NUPR1","Hypermethylated"
"EIF4G2","Hypermethylated"
"AC116535.1","Hypermethylated"
"RN7SKP114","Hypermethylated"
"ARG2","Hypermethylated"
"AC091544.4","Hypermethylated"
"AC011322.1","Hypermethylated"
"POLR2M","Hypermethylated"
"LRRC37A12P","Hypermethylated"
"LRRC37A7P","Hypermethylated"
"SLPI","Hypermethylated"
"AC004080.17","Hypermethylated"
"AL158058.1","Hypermethylated"
"C2CD2L","Hypermethylated"
"HTR2B","Hypermethylated"
"TIMM50","Hypermethylated"
"AL356652.1","Hypermethylated"
"PRRC1","Hypermethylated"
"RNU6-910P","Hypermethylated"
"BX284656.2","Hypermethylated"
"BX284656.1","Hypermethylated"
"ADGRE2","Hypermethylated"
"AC087721.2","Hypermethylated"
"NUSAP1","Hypermethylated"
"CLEC4GP1","Hypermethylated"
"MIR4638","Hypermethylated"
"LINC01290","Hypermethylated"
"XKR8","Hypermethylated"
"CPSF6","Hypermethylated"
"AC005280.2","Hypermethylated"
"GTPBP3","Hypermethylated"
"TIPARP-AS1","Hypermethylated"
"AC025048.1","Hypermethylated"
"AP001033.3","Hypermethylated"
"AL354984.1","Hypermethylated"
"AC093001.1","Hypermethylated"
"TM4SF18","Hypermethylated"
"MORC2-AS1","Hypermethylated"
"AC069213.1","Hypermethylated"
"AL355916.2","Hypermethylated"
"AP000721.1","Hypermethylated"
"AC016876.3","Hypermethylated"
"S100Z","Hypermethylated"
"SFTPC","Hypermethylated"
"AC090018.2","Hypermethylated"
"CFAP58-DT","Hypermethylated"
"LINC01381","Hypermethylated"
"ERRFI1","Hypermethylated"
"SPATA12","Hypermethylated"
"AL121753.2","Hypermethylated"
"TMEM168","Hypermethylated"
"AL138760.1","Hypermethylated"
"AC113391.1","Hypermethylated"
"IFNK","Hypermethylated"
"DCUN1D1","Hypermethylated"
"ZCCHC3","Hypermethylated"
"AC127537.1","Hypermethylated"
"AL392185.1","Hypermethylated"
"AC022034.1","Hypermethylated"
"IQSEC3P1","Hypermethylated"
"NDFIP1","Hypermethylated"
"SLC18A3","Hypermethylated"
"MRGBP","Hypermethylated"
"LCN8","Hypermethylated"
"LINC02800","Hypermethylated"
"ASAH1","Hypermethylated"
"AC124242.1","Hypermethylated"
"AC011700.1","Hypermethylated"
"AC010319.4","Hypermethylated"
"AC010319.3","Hypermethylated"
"MIR1229","Hypermethylated"
"EPM2AIP1","Hypermethylated"
"IFNA12P","Hypermethylated"
"AC006252.1","Hypermethylated"
"AL121932.1","Hypermethylated"
"AC010186.4","Hypermethylated"
"AC010186.2","Hypermethylated"
"AC087392.1","Hypermethylated"
"MMS22L","Hypermethylated"
"AFMID","Hypermethylated"
"TIGD2","Hypermethylated"
"AC015802.4","Hypermethylated"
"SNHG16","Hypermethylated"
"SNORD1C","Hypermethylated"
"AC023824.3","Hypermethylated"
"TP53TG3GP","Hypermethylated"
"AL353572.4","Hypermethylated"
"SARAF","Hypermethylated"
"AC044849.1","Hypermethylated"
"NSMCE4A","Hypermethylated"
"AC010551.2","Hypermethylated"
"C20orf204","Hypermethylated"
"AC138356.1","Hypermethylated"
"AC120498.1","Hypermethylated"
"KCTD4","Hypermethylated"
"AL034417.4","Hypermethylated"
"POFUT1","Hypermethylated"
"LINC02831","Hypermethylated"
"ATOH7","Hypermethylated"
"MIR3935","Hypermethylated"
"AL133338.1","Hypermethylated"
"ANAPC4","Hypermethylated"
"PPP1R14B-AS1","Hypermethylated"
"AP001453.2","Hypermethylated"
"TMEM242","Hypermethylated"
"TRMT61B","Hypermethylated"
"Z93241.1","Hypermethylated"
"RNU12","Hypermethylated"
"IDH1","Hypermethylated"
"MIR4750","Hypermethylated"
"AL133405.1","Hypermethylated"
"AC004490.1","Hypermethylated"
"AC010320.3","Hypermethylated"
"ZNF480","Hypermethylated"
"RNF32-AS1","Hypermethylated"
"LINC02642","Hypermethylated"
"LINC02739","Hypermethylated"
"AC133637.1","Hypermethylated"
"SDE2","Hypermethylated"
"RPSAP71","Hypermethylated"
"RN7SL454P","Hypermethylated"
"NME3","Hypermethylated"
"MRPS34","Hypermethylated"
"LINC01994","Hypermethylated"
"C20orf27","Hypermethylated"
"SEC23A-AS1","Hypermethylated"
"AC027575.2","Hypermethylated"
"AC114814.1","Hypermethylated"
"SMC5-AS1","Hypermethylated"
"AL157813.2","Hypermethylated"
"AL157813.1","Hypermethylated"
"GNAT3","Hypermethylated"
"LINC00324","Hypermethylated"
"AP001107.1","Hypermethylated"
"CNIH2","Hypermethylated"
"CHTF8","Hypermethylated"
"DERPC","Hypermethylated"
"LRRC24","Hypermethylated"
"SNORD49B","Hypermethylated"
"SNORD49A","Hypermethylated"
"AC093484.4","Hypermethylated"
"SNORD65","Hypermethylated"
"GORASP2","Hypermethylated"
"AC110285.6","Hypermethylated"
"MIR4740","Hypermethylated"
"AC092127.2","Hypermethylated"
"AC003950.1","Hypermethylated"
"FLT3LG","Hypermethylated"
"CRLF3","Hypermethylated"
"MIR210HG","Hypermethylated"
"MIR210","Hypermethylated"
"AC023511.1","Hypermethylated"
"LINC01144","Hypermethylated"
"FKBP2","Hypermethylated"
"AP001453.3","Hypermethylated"
"AL137802.3","Hypermethylated"
"AL137802.1","Hypermethylated"
"AMZ2P1","Hypermethylated"
"RNASE1","Hypermethylated"
"AL390955.2","Hypermethylated"
"AC027277.2","Hypermethylated"
"AC127496.7","Hypermethylated"
"LRRC25","Hypermethylated"
"GCLM","Hypermethylated"
"NOC2LP1","Hypermethylated"
"FAM91A1","Hypermethylated"
"MIR193A","Hypermethylated"
"AC003101.2","Hypermethylated"
"MED31","Hypermethylated"
"NOL9","Hypermethylated"
"AC004691.1","Hypermethylated"
"AL161645.1","Hypermethylated"
"AC007391.3","Hypermethylated"
"AP003064.2","Hypermethylated"
"AL590068.3","Hypermethylated"
"ELMOD2","Hypermethylated"
"RHOB","Hypermethylated"
"EZH1","Hypermethylated"
"ASB16","Hypermethylated"
"PRKAG2-AS1","Hypermethylated"
"AC068858.1","Hypermethylated"
"LINC01213","Hypermethylated"
"HAMP","Hypermethylated"
"NANOS2","Hypermethylated"
"TMEM35B","Hypermethylated"
"CDK2","Hypermethylated"
"RAB5B","Hypermethylated"
"PYCR2","Hypermethylated"
"MIR6741","Hypermethylated"
"AC024337.1","Hypermethylated"
"RNF208","Hypermethylated"
"LINC01003","Hypermethylated"
"AL589645.1","Hypermethylated"
"AC064807.2","Hypermethylated"
"GADD45GIP1","Hypermethylated"
"AC005786.3","Hypermethylated"
"AC005786.2","Hypermethylated"
"TMEM65","Hypermethylated"
"AL136418.1","Hypermethylated"
"LINC00165","Hypermethylated"
"AL161669.1","Hypermethylated"
"MIR5787","Hypermethylated"
"SCMH1","Hypermethylated"
"MKRN2","Hypermethylated"
"HNRNPKP3","Hypermethylated"
"AC008878.4","Hypermethylated"
"APOL2","Hypermethylated"
"FAM136A","Hypermethylated"
"AC022201.2","Hypermethylated"
"LINC00501","Hypermethylated"
"CHMP2B","Hypermethylated"
"RACK1","Hypermethylated"
"SNORD96A","Hypermethylated"
"SNORD95","Hypermethylated"
"AC066613.2","Hypermethylated"
"AC006064.3","Hypermethylated"
"GAPDH","Hypermethylated"
"AC006971.1","Hypermethylated"
"AL132801.1","Hypermethylated"
"ITGB5-AS1","Hypermethylated"
"FAM210B","Hypermethylated"
"LMF2","Hypermethylated"
"CDK5R1","Hypermethylated"
"AL670729.1","Hypermethylated"
"MIR6742","Hypermethylated"
"AL121827.1","Hypermethylated"
"DDX59-AS1","Hypermethylated"
"ACOT2","Hypermethylated"
"AP006621.3","Hypermethylated"
"CCDC126","Hypermethylated"
"HAUS1","Hypermethylated"
"MUSTN1","Hypermethylated"
"AL020993.1","Hypermethylated"
"MIR7706","Hypermethylated"
"BBS5","Hypermethylated"
"AC022726.2","Hypermethylated"
"LINC02883","Hypermethylated"
"AC026412.4","Hypermethylated"
"TMEM150A","Hypermethylated"
"LINC02317","Hypermethylated"
"LINC00642","Hypermethylated"
"CFAP94","Hypermethylated"
"FUS","Hypermethylated"
"AC005821.2","Hypermethylated"
"POLQ","Hypermethylated"
"PTGDS","Hypermethylated"
"LINC01778","Hypermethylated"
"DGAT1","Hypermethylated"
"MIR6848","Hypermethylated"
"KBTBD13","Hypermethylated"
"COPS6","Hypermethylated"
"MIR25","Hypermethylated"
"MIR93","Hypermethylated"
"MIR106B","Hypermethylated"
"RNU6-430P","Hypermethylated"
"TIAF1","Hypermethylated"
"AC009107.2","Hypermethylated"
"RILPL2","Hypermethylated"
"THAP9","Hypermethylated"
"AC080188.2","Hypermethylated"
"LINC02805","Hypermethylated"
"AC239809.3","Hypermethylated"
"SLC49A4","Hypermethylated"
"AC092159.1","Hypermethylated"
"MRPS23","Hypermethylated"
"PODXL2","Hypermethylated"
"C8orf82","Hypermethylated"
"AC114977.1","Hypermethylated"
"AC114977.2","Hypermethylated"
"Z82244.1","Hypermethylated"
